1.029,-0.178,0.044052,1743029506,630358696
1.035,-0.182,0.044052,1743029507,28959751
1.031,-0.182,0.044052,1743029507,329384089
1.044,-0.185,0.044052,1743029507,729377508
1.046,-0.174,0.044052,1743029508,129948139
1.045,-0.174,0.044052,1743029508,429643869
1.047,-0.175,0.044052,1743029508,632224798
1.044,-0.181,0.044052,1743029508,929473400
1.049,-0.190,0.044052,1743029509,233288288
1.055,-0.189,0.044052,1743029509,531202078
1.059,-0.184,0.044052,1743029509,938647509
1.061,-0.192,0.044052,1743029510,230985641
1.062,-0.193,0.044052,1743029510,628943682
1.049,-0.206,0.044052,1743029511,131857872
1.048,-0.205,0.044052,1743029511,436529160
1.048,-0.201,0.044052,1743029511,730404854
ABORTED
1.047,-0.197,0.044052,1743029514,730776072
ABORTED
1.183,-0.257,0.044052,1743029515,229803085
ABORTED
1.314,-0.290,0.044052,1743029515,727926016
ABORTED
1.361,-0.302,0.044052,1743029516,132340670
ABORTED
1.385,-0.306,0.044052,1743029516,431358576
ABORTED
1.567,-0.344,0.044052,1743029517,31417608
ABORTED
1.690,-0.393,0.044052,1743029517,429740191
ABORTED
1.729,-0.403,0.044052,1743029517,727847815
ABORTED
1.773,-0.411,0.044052,1743029518,129648685
ABORTED
1.799,-0.415,0.044052,1743029518,431393623
ABORTED
1.801,-0.406,0.044052,1743029518,729547739
ABORTED
1.786,-0.401,0.044052,1743029519,29153824
ABORTED
1.775,-0.403,0.044052,1743029519,328765392
ABORTED
1.780,-0.396,0.044052,1743029519,828918457
1.788,-0.400,0.044052,1743029520,228115797
1.781,-0.400,0.044052,1743029520,629400015
1.774,-0.399,0.044052,1743029520,930375099
1.778,-0.396,0.044052,1743029521,429582834
1.778,-0.401,0.044052,1743029521,828544378
1.778,-0.404,0.044052,1743029522,230417490
1.783,-0.395,0.044052,1743029522,630503416
1.778,-0.397,0.044052,1743029522,930466890
1.772,-0.402,0.044052,1743029523,229252815
1.775,-0.397,0.044052,1743029523,529606342
1.787,-0.397,0.044052,1743029523,828746796
1.787,-0.409,0.044052,1743029524,234030008
1.796,-0.410,0.044052,1743029524,528876066
1.793,-0.405,0.044052,1743029524,929735184
1.792,-0.406,0.044052,1743029525,130882978
1.785,-0.405,0.044052,1743029525,430406094
1.783,-0.406,0.044052,1743029525,726452589
1.781,-0.401,0.044052,1743029527,428856134
1.858,-0.434,0.044052,1743029527,729086637
1.932,-0.473,0.044052,1743029528,129168510
2.037,-0.505,0.044052,1743029528,430110931
2.170,-0.549,0.044052,1743029528,929207087
2.167,-0.541,0.044052,1743029529,433194399
2.241,-0.665,0.044052,1743029529,828995228
2.348,-0.752,0.044052,1743029530,128607512
2.567,-0.701,0.044052,1743029530,630719423
2.665,-0.703,0.044052,1743029530,930112123
2.755,-0.726,0.044052,1743029531,330300808
2.844,-0.761,0.044052,1743029531,830484629
2.964,-0.886,0.044052,1743029532,428969145
3.114,-0.935,0.044052,1743029532,930183172
3.271,-1.008,0.044052,1743029533,430378914
3.305,-1.013,0.044052,1743029533,729522467
3.330,-0.987,0.044052,1743029533,931071758
3.443,-1.073,0.044052,1743029534,328437567
3.505,-1.083,0.044052,1743029534,627860785
3.568,-1.092,0.044052,1743029534,928306580
3.688,-1.123,0.044052,1743029535,330341101
3.772,-1.168,0.044052,1743029535,830671072
3.825,-1.253,0.044052,1743029536,130519152
3.847,-1.296,0.044052,1743029536,430414438
REACHED GOAL 1
3.863,-1.286,0.044052,1743029544,729691267
3.873,-1.296,0.044052,1743029545,130306482
3.898,-1.318,0.044052,1743029545,428964376
4.008,-1.500,0.044052,1743029546,29947996
4.063,-1.592,0.044052,1743029546,328340054
4.126,-1.710,0.044052,1743029546,633494139
4.183,-1.860,0.044052,1743029547,129262924
4.196,-1.948,0.044052,1743029547,529978037
4.179,-2.057,0.044052,1743029547,928628445
4.184,-2.069,0.044052,1743029548,328057766
4.157,-2.134,0.044052,1743029548,730979681
4.156,-2.284,0.044052,1743029549,29068470
4.130,-2.505,0.044052,1743029549,528436422
4.084,-2.618,0.044052,1743029550,29611826
4.068,-2.645,0.044052,1743029550,329573154
4.092,-2.773,0.044052,1743029550,730398178
4.075,-2.959,0.044052,1743029551,237878799
