2.584,-0.161,0.165331,1742950364,427553177
2.677,-0.245,0.165331,1742950364,927758455
2.698,-0.289,0.165331,1742950365,228094816
2.686,-0.346,0.165331,1742950365,528190136
2.691,-0.403,0.165331,1742950365,829086542
2.694,-0.481,0.165331,1742950366,229254723
2.774,-0.560,0.165331,1742950366,630196571
2.821,-0.678,0.165331,1742950366,927478790
2.848,-0.765,0.165331,1742950367,129276276
2.855,-0.880,0.165331,1742950367,528890848
2.871,-0.939,0.165331,1742950367,827882051
REACHED GOAL 1
2.859,-0.935,0.165331,1742950374,527177334
2.851,-0.961,0.165331,1742950377,228986502
2.857,-0.925,0.165331,1742950377,627765894
2.870,-0.923,0.165331,1742950378,27676582
2.873,-0.897,0.165331,1742950378,427384853
2.826,-0.997,0.165331,1742950378,829290628
2.806,-0.949,0.165331,1742950379,225520611
2.842,-0.908,0.165331,1742950379,727843523
2.886,-0.879,0.165331,1742950380,28960943
2.873,-0.800,0.165331,1742950380,427314997
2.784,-0.846,0.165331,1742950380,926864147
2.750,-0.835,0.165331,1742950381,427295208
2.952,-0.893,0.165331,1742950382,26466608
3.004,-0.809,0.165331,1742950382,428860903
2.999,-0.814,0.165331,1742950382,728255272
3.076,-0.823,0.165331,1742950383,127424955
3.191,-0.790,0.165331,1742950383,527933359
3.212,-0.732,0.165331,1742950383,928617239
3.285,-0.733,0.165331,1742950384,327790737
3.337,-0.664,0.165331,1742950384,728012800
3.405,-0.641,0.165331,1742950385,227746248
3.496,-0.582,0.165331,1742950385,628890514
3.486,-0.501,0.165331,1742950386,27019739
3.522,-0.408,0.165331,1742950386,428041458
3.636,-0.335,0.165331,1742950386,927891731
3.736,-0.276,0.165331,1742950387,327141762
3.824,-0.184,0.165331,1742950387,728498459
3.845,-0.125,0.165331,1742950388,128275156
3.691,0.008,0.165331,1742950388,627830744
3.562,0.081,0.165331,1742950389,128292561
3.590,0.131,0.165331,1742950389,627507687
3.700,0.166,0.165331,1742950389,927039862
3.857,0.130,0.165331,1742950390,329196692
REACHED GOAL 2
4.219,0.186,0.165331,1742950398,328490973
4.263,0.182,0.165331,1742950408,231890440
ABORTED
4.205,0.182,0.165331,1742950416,627558708
ABORTED
4.190,0.176,0.165331,1742950426,628013372
ABORTED
4.244,0.180,0.165331,1742950437,527886152
ABORTED
4.148,0.015,0.165331,1742950454,27942181
ABORTED
4.186,0.024,0.165331,1742950459,328166246
ABORTED
